Date,Open,High,Low,Close,Volume,Stock
2024-08-06,804.1305829139676,805.5858871810888,786.0253355957136,789.922607421875,45116050,HDFCBANK
2024-08-07,797.7172944045706,804.1306059860544,790.4159617464212,800.9239501953125,42346264,HDFCBANK
2024-08-08,801.1705962949537,815.6252376687839,798.8272709671206,810.3958740234375,33976950,HDFCBANK
2024-08-09,814.9839073123685,820.1885804457108,811.9252750900921,814.0958862304688,26644618,HDFCBANK
2024-08-12,814.9838233487179,826.7990913723679,812.6898193077751,818.9797973632812,39316196,HDFCBANK
2024-08-13,803.1439511462899,805.3146225179424,789.8980079765901,790.9093017578125,54055042,HDFCBANK
2024-08-14,792.5372336839343,796.0891971974215,790.9092152779186,793.1785888671875,32334428,HDFCBANK
2024-08-16,803.3905830654421,806.177918901087,794.7572792867222,805.1665649414062,27849246,HDFCBANK
2024-08-19,807.9045746403995,807.9045746403995,801.0225621096914,804.895263671875,19502164,HDFCBANK
2024-08-20,802.8725499307859,812.0238759013653,802.8725499307859,807.92919921875,31134494,HDFCBANK
2024-08-21,803.1932203742449,806.3752455426795,798.1119406824072,802.05859375,47630904,HDFCBANK
2024-08-22,805.1172807347715,808.2252943260683,803.1439540663039,804.77197265625,21300638,HDFCBANK
2024-08-23,806.1038926835937,806.1038926835937,800.6772446912317,801.6885986328125,20333422,HDFCBANK
2024-08-26,805.2159251748899,812.9858989531632,805.2159251748899,809.0392456054688,22364266,HDFCBANK
2024-08-27,810.7412543536698,812.714580974844,805.2159036816922,807.9539184570312,35773244,HDFCBANK
2024-08-28,807.9539173658313,808.9405806750858,804.2292392849356,807.6332397460938,26921188,HDFCBANK
2024-08-29,810.0505418236547,811.2345497877237,804.6979056469421,808.3485717773438,49052604,HDFCBANK
2024-08-30,816.9572296027775,819.9172195651064,799.7646332824804,807.5346069335938,445342100,HDFCBANK
2024-09-02,812.4185353190471,812.4185353190471,800.7758609185206,802.6258544921875,34049680,HDFCBANK
2024-09-03,806.1038818486695,809.0391809529892,801.4665524914798,807.7565307617188,37282860,HDFCBANK
2024-09-04,808.5706125582972,811.4319603519671,805.1172908451134,809.9519653320312,24682744,HDFCBANK
2024-09-05,812.0238589250097,813.947864316631,810.0505324148638,811.7525024414062,22876318,HDFCBANK
2024-09-06,808.2252499925564,812.8872099026286,806.1532209716318,807.5592041015625,26029602,HDFCBANK
2024-09-09,808.0772497858858,813.2572321563082,804.1799176724811,812.2705688476562,23792914,HDFCBANK
2024-09-10,815.9705945420105,815.9705945420105,808.0772877024264,814.169921875,26606646,HDFCBANK
2024-09-11,814.1945707781381,815.2305552034559,808.6692201411954,810.9879150390625,22226684,HDFCBANK
2024-09-12,815.970556634334,823.8638631072175,812.541925723635,822.1865234375,32424046,HDFCBANK
2024-09-13,825.8371886289187,825.8371886289187,817.4752411837702,821.8658447265625,23860532,HDFCBANK
2024-09-16,822.383822656841,827.7118283198007,820.9285184448568,824.3324584960938,15172820,HDFCBANK
2024-09-17,827.8104775064535,827.8104775064535,820.9778464556504,823.2718505859375,20127122,HDFCBANK
2024-09-18,824.7765131575844,838.1211584780381,824.4065144173259,836.0985107421875,40917342,HDFCBANK
2024-09-19,838.2691083056365,848.0370989791965,838.2444778560398,842.8571166992188,30651776,HDFCBANK
2024-09-20,846.8037464482039,860.8390072921377,842.3884524296358,858.989013671875,60623386,HDFCBANK
2024-09-23,862.8370332933276,871.3963251528371,858.5203814686755,868.1650390625,26965350,HDFCBANK
2024-09-24,870.7303607683197,878.9443447710721,865.4270455398441,872.2350463867188,33039036,HDFCBANK
2024-09-25,868.3377295053485,882.0770041306025,868.3377295053485,877.6863403320312,31965312,HDFCBANK
2024-09-26,874.7016745924757,882.0769584056752,872.2350164313859,879.832275390625,31899644,HDFCBANK
2024-09-27,876.6503703689774,877.2423442796407,863.3304153886946,864.6377563476562,35613502,HDFCBANK
2024-09-30,862.738402689165,864.0456833682003,850.701098537286,854.47509765625,26383534,HDFCBANK
2024-10-01,850.5037447767241,859.3837142697525,848.5797393423385,851.5890502929688,24572284,HDFCBANK
2024-10-03,846.3844351066934,851.5644172954591,825.5164827720641,829.7838134765625,48473398,HDFCBANK
2024-10-04,826.083866681385,834.0511850540141,815.4772359655595,817.771240234375,48683232,HDFCBANK
2024-10-07,815.0824984433904,818.4371776300311,795.7439225540929,798.1119384765625,94458296,HDFCBANK
2024-10-08,804.1305430330278,817.351854577489,800.1838900610866,814.5151977539062,29734406,HDFCBANK
2024-10-09,813.750592132383,817.3272467507278,803.4892692768091,805.6846313476562,41125642,HDFCBANK
2024-10-10,808.5705299330368,821.6191272702827,805.363874384187,820.114501953125,21754766,HDFCBANK
2024-10-11,821.1258875682706,821.1258875682706,810.6672800804614,814.4906005859375,23672594,HDFCBANK
2024-10-14,816.9819085005773,834.741848018609,815.9705545228965,832.7931518554688,18527508,HDFCBANK
2024-10-15,835.7038196244212,837.6771462351046,826.5771840500105,830.81982421875,19651130,HDFCBANK
2024-10-16,828.8465156450762,842.585790426718,828.8465156450762,838.565185546875,20470682,HDFCBANK
2024-10-17,836.1724403142362,837.5044718768119,821.4958240034423,825.4178466796875,14695732,HDFCBANK
2024-10-18,820.4598702584595,834.2238355924767,816.0198853262701,829.7098388671875,24809724,HDFCBANK
2024-10-21,846.063768270474,862.4177242903107,844.1151323678729,852.8223876953125,46548354,HDFCBANK
2024-10-22,853.4884373802005,858.3970631644344,843.9424218629189,845.841796875,38875280,HDFCBANK
2024-10-23,841.1551854708522,861.603759041874,841.1551854708522,856.3251342773438,38036090,HDFCBANK
2024-10-24,857.4597103207274,872.5310159915173,857.4597103207274,863.15771484375,30832258,HDFCBANK
2024-10-25,865.7970368926951,867.2030200365818,852.8223905419693,860.0744018554688,26130478,HDFCBANK
2024-10-28,859.383716444917,863.8237012026692,852.9210840084185,855.5357055664062,22012142,HDFCBANK
2024-10-29,851.5644426318723,870.2370336046123,851.0464203091243,864.2430419921875,35794926,HDFCBANK
2024-10-30,859.3837596235229,865.6737383463702,850.6024319063034,855.7330932617188,32715724,HDFCBANK
2024-10-31,852.4770662952162,857.8543931673494,848.234426273393,856.2756958007812,22895912,HDFCBANK
2024-11-01,854.9437742666823,860.419743696405,851.5397737386437,857.0651245117188,1759692,HDFCBANK
2024-11-04,860.8637106769045,860.8637106769045,844.0411138190809,845.6197509765625,28089248,HDFCBANK
2024-11-05,840.1437747820238,869.5956493162819,837.6277954866241,867.2030029296875,44232406,HDFCBANK
2024-11-06,873.9370497603172,873.9370497603172,861.0364145993881,865.92041015625,27787910,HDFCBANK
2024-11-07,860.5184217555121,868.7323455565536,857.4104082699865,861.62841796875,18895456,HDFCBANK
2024-11-08,864.3170573375987,869.1517316326272,861.2830556229201,865.5256958007812,19902986,HDFCBANK
2024-11-11,865.5750573030832,879.5116762015548,863.9223481240455,871.3717041015625,24565362,HDFCBANK
2024-11-12,874.1836611915717,875.6636561032956,842.9311140165652,847.6423950195312,31395406,HDFCBANK
2024-11-13,846.9270867373347,853.1677439816382,825.3438276461692,829.463134765625,35728500,HDFCBANK
2024-11-14,825.39317914741,841.05645917869,824.8998474928816,835.087158203125,27146470,HDFCBANK
2024-11-18,838.6637692715708,847.987749103584,836.1971111266544,841.1797485351562,27081968,HDFCBANK
2024-11-19,845.5704607570133,865.1803941380466,839.9957889401087,859.507080078125,50981272,HDFCBANK
2024-11-21,863.0343691875372,867.7703408111802,855.5356922473849,858.989013671875,35716512,HDFCBANK
2024-11-22,860.1484352390544,865.4517505554312,853.2417920363309,861.1597290039062,24773612,HDFCBANK
2024-11-25,880.6216480727867,889.7482832055338,870.6810037082952,880.8929443359375,427737274,HDFCBANK
2024-11-26,892.9302818593218,892.9302818593218,873.0983737208503,880.8683471679688,30935566,HDFCBANK
2024-11-27,883.0143007972586,896.5562300169572,880.6709755435701,894.06494140625,32714976,HDFCBANK
2024-11-28,897.3702251985009,905.8061839354122,882.07694483503,884.6176147460938,35722392,HDFCBANK
2024-11-29,888.6383310231244,890.2662893460416,879.561016559754,886.04833984375,27669536,HDFCBANK
2024-12-02,889.7236388960249,892.0176431336934,875.6636867426915,890.3156127929688,15110876,HDFCBANK
2024-12-03,899.1955156163089,906.4475265301775,895.9395389832724,900.9715576171875,43410242,HDFCBANK
2024-12-04,906.7435619082082,920.0635162996781,903.3642521901575,917.6461791992188,44669084,HDFCBANK
2024-12-05,917.596875706611,927.4388181075851,905.3622266087298,920.4335327148438,39682714,HDFCBANK
2024-12-06,916.1168429341786,919.6688066050771,909.7035317020062,915.5494995117188,17783156,HDFCBANK
2024-12-09,914.4641912323508,927.4634676846591,912.1701871004972,922.5301513671875,26947912,HDFCBANK
2024-12-10,926.3288062229569,926.3288062229569,916.881553393078,921.5928344726562,13325480,HDFCBANK
2024-12-11,918.4354833328279,923.4675021564423,915.9935158212785,919.1261596679688,14045426,HDFCBANK
2024-12-12,913.1568815747593,921.864197216933,912.0221946944998,917.2268676757812,17293790,HDFCBANK
2024-12-13,918.8301759997277,924.9968214762359,902.4268990322158,923.3934936523438,19009002,HDFCBANK
2024-12-16,920.1128492893367,922.5054957499956,915.2535445762154,920.1621704101562,13107082,HDFCBANK
2024-12-17,915.7962178924912,918.7562078618506,901.0702798391582,904.4002685546875,21079532,HDFCBANK
2024-12-18,902.7228866518356,905.7568882727958,891.5242825465077,893.2755737304688,23422312,HDFCBANK
2024-12-19,887.7995941182149,888.5395915672278,877.6369745293333,884.790283203125,25380770,HDFCBANK
2024-12-20,879.2156362475025,886.7883251977108,871.7417099804251,873.93701171875,25692348,HDFCBANK
2024-12-23,879.1169941259847,890.956953642833,878.7716860618692,888.4902954101562,11044592,HDFCBANK
2024-12-24,889.0083275055933,892.2889348142179,882.8416818560752,887.0596313476562,14485834,HDFCBANK
2024-12-26,887.2816657547127,893.916952377888,878.5003382709294,883.4336547851562,10481678,HDFCBANK
2024-12-27,885.4316968356189,890.9322967259654,882.6196702111419,887.1336669921875,7259330,HDFCBANK
2024-12-30,884.1489668763874,895.3969526845203,873.6903598921683,877.0943603515625,22222218,HDFCBANK
2024-12-31,873.3450677348718,879.0183818635131,871.0263727843891,874.60302734375,14117236,HDFCBANK
2025-01-01,874.8989303590305,885.0369191568942,868.8062969452952,879.4869384765625,7313806,HDFCBANK
2025-01-02,876.699651347947,889.6989281059142,874.6770036544534,884.9136352539062,18558576,HDFCBANK
2025-01-03,883.5569553072743,885.6536147489581,861.5050553855514,862.9356689453125,24426194,HDFCBANK
2025-01-06,858.4464162412277,866.8823756490298,841.5251763034672,843.8438110351562,18816348,HDFCBANK
2025-01-07,846.063732614296,849.0237223493897,838.6637582765616,845.2744140625,13527906,HDFCBANK
2025-01-08,842.7338203435289,844.4111600559388,830.4498497882179,835.8518676757812,19738190,HDFCBANK
2025-01-09,830.844525028491,833.237171528912,817.9932112311335,822.778564453125,40420222,HDFCBANK
2025-01-10,824.3571854708366,826.2811909461473,815.9705474379197,817.3272094726562,17453280,HDFCBANK
2025-01-13,809.0639234971638,812.3939122066796,801.3186405131205,804.5499267578125,21669066,HDFCBANK
2025-01-14,809.0145872775671,817.0558570637163,807.5839134440961,812.3198852539062,26661432,HDFCBANK
2025-01-15,817.2038286822469,820.2624606383587,807.2385540448483,810.5685424804688,14022892,HDFCBANK
2025-01-16,815.4031740939097,819.201863784551,810.469857784879,815.008544921875,21212454,HDFCBANK
2025-01-17,810.7905598983193,814.2438814190301,803.3905852110819,807.4605712890625,23112076,HDFCBANK
2025-01-20,802.1572072678132,819.3991231510713,802.1572072678132,814.6138305664062,17557618,HDFCBANK
2025-01-21,818.0671578930118,819.4485105158285,805.6352251722408,810.2478637695312,31158144,HDFCBANK
2025-01-22,810.2479165643738,824.8012002853578,801.8859089377631,821.9152221679688,30619306,HDFCBANK
2025-01-23,832.2505181334424,832.2505181334424,814.6139111249832,821.347900390625,34909158,HDFCBANK
2025-01-24,818.9305795964561,824.0119199318104,811.2839386423929,813.8986206054688,24236200,HDFCBANK
2025-01-27,809.6065327196525,810.839861804967,802.157237088582,804.0319213867188,22804166,HDFCBANK
2025-01-28,812.5171851743912,830.918478848159,812.5171851743912,824.0611572265625,30179312,HDFCBANK
2025-01-29,826.3304621132276,829.3644636153648,823.2964606110903,827.4651489257812,12619890,HDFCBANK
2025-01-30,829.2904768269195,837.627793486482,825.1218486077116,834.470458984375,25744846,HDFCBANK
2025-01-31,832.3738053097981,840.9824182950722,830.7457868177106,838.047119140625,15821686,HDFCBANK
2025-02-01,837.4304429485957,845.0770832229423,826.8485035606199,834.1990966796875,5587528,HDFCBANK
2025-02-03,823.8638327488314,832.1518283284162,820.6324864421063,827.8104858398438,20276540,HDFCBANK
2025-02-04,833.0891713164636,851.391824544325,828.8219005259823,848.9744873046875,28616502,HDFCBANK
2025-02-05,854.9437515638108,860.4690419690123,847.9877873258422,857.311767578125,23675506,HDFCBANK
2025-02-06,856.1770794811201,862.8370567631686,850.5037655001158,860.29638671875,26760716,HDFCBANK
2025-02-07,863.3303440695562,871.7169816976605,850.9970534399911,854.8203735351562,23509600,HDFCBANK
2025-02-10,847.1984649999539,850.2324064646851,842.857122399865,846.4337768554688,17195950,HDFCBANK
2025-02-11,840.1438107934578,844.090464044396,833.0891440189461,839.3544921875,22724704,HDFCBANK
2025-02-12,835.2104927183359,844.5837941723514,829.389155095277,842.0184936523438,22809570,HDFCBANK
2025-02-13,838.1704689996619,845.6937766231139,835.4818356095761,837.5291137695312,12602434,HDFCBANK
2025-02-14,839.601120018604,839.601120018604,828.7971451888767,836.1231079101562,19959892,HDFCBANK
2025-02-17,831.3624591587258,848.5304243918573,829.413823260936,847.2230834960938,12938946,HDFCBANK
2025-02-18,845.1017788797033,854.2284140997132,841.697778564227,850.0350952148438,16350910,HDFCBANK
2025-02-19,847.0504387449713,857.3610822217985,844.8057556604201,852.0823974609375,11884112,HDFCBANK
2025-02-20,844.0904430253034,845.9157460199498,831.4118438608401,832.2998046875,26390510,HDFCBANK
2025-02-21,829.2411711352042,836.1724445897772,827.4404985932164,834.9638061523438,15680940,HDFCBANK
2025-02-24,829.3398427560753,830.8691588600108,819.4732095421047,827.3665161132812,20693646,HDFCBANK
2025-02-25,824.406500920576,832.7438177754724,824.406500920576,829.9564819335938,24138708,HDFCBANK
2025-02-27,830.0551731686357,843.9671012979777,830.0551731686357,839.0090942382812,35786800,HDFCBANK
2025-02-28,831.2638337603047,857.0404125816553,831.2638337603047,854.6477661132812,54516728,HDFCBANK
2025-03-03,858.2984642242569,859.9017921530082,835.7531707549724,839.4285278320312,21205364,HDFCBANK
2025-03-04,837.6771272358142,845.7184570804238,835.3338019387764,843.5971069335938,19920958,HDFCBANK
2025-03-05,839.6257577393887,843.991790915382,832.8671383829512,833.73046875,21583872,HDFCBANK
2025-03-06,832.2504799228543,838.6144701478811,824.973838204501,834.3224487304688,32966088,HDFCBANK
2025-03-07,829.7838192395386,839.2311321984157,827.6131479773222,833.3604736328125,13372914,HDFCBANK
2025-03-10,833.2371287977431,838.6144556459366,830.3018296675241,832.4971313476562,15604050,HDFCBANK
2025-03-11,829.9811819724781,835.7038170818192,823.8885481247595,831.510498046875,19898430,HDFCBANK
2025-03-12,834.4952011662076,847.7904654359072,834.4952011662076,844.1644897460938,18784106,HDFCBANK
2025-03-13,846.5817587561914,848.9250839737969,838.688452760047,841.9197387695312,15736264,HDFCBANK
2025-03-17,841.1304915849349,850.5037932506908,841.1304915849349,843.7944946289062,18950652,HDFCBANK
2025-03-18,843.7944946289062,843.7944946289062,843.7944946289062,843.7944946289062,0,HDFCBANK
2025-03-19,855.930432694155,863.823739278078,854.5490799535085,860.4197387695312,15221406,HDFCBANK
2025-03-20,865.3036807089222,875.1703133281802,862.9850461318551,872.580322265625,17833978,HDFCBANK
2025-03-21,866.0684175252852,875.2196836615442,866.0684175252852,873.3696899414062,33508264,HDFCBANK
2025-03-24,877.6369838460287,890.1676194932312,874.997671627427,887.9969482421875,17393736,HDFCBANK
2025-03-25,890.4143157035983,909.5555477752322,888.7369760332164,898.5789184570312,39101416,HDFCBANK
2025-03-26,900.3302775382388,901.5636066855513,888.9836493829623,891.2283325195312,24478442,HDFCBANK
2025-03-27,887.9969842041877,908.2235821777275,887.0596420099644,900.5029296875,41658100,HDFCBANK
2025-03-28,902.3035639097062,905.7568853680813,890.8829244709937,901.9088745117188,28773648,HDFCBANK
2025-04-01,888.9836405685396,892.8809726796349,870.9030234039785,872.1363525390625,28511006,HDFCBANK
2025-04-02,873.5423260418547,887.602278026219,873.5423260418547,886.4676513671875,11573564,HDFCBANK
2025-04-03,878.6729886492828,889.9702954640933,876.6503409310941,885.456298828125,11250038,HDFCBANK
2025-04-04,894.4103269547068,908.6922548603657,893.4729847277881,896.5316772460938,33540454,HDFCBANK
2025-04-07,869.6450067324856,878.0562747489253,857.5090006629878,867.1289672851562,37995450,HDFCBANK
2025-04-08,870.730371547347,879.1170096868965,863.4784203033727,872.7777099609375,35563872,HDFCBANK
2025-04-09,870.7303466796875,875.6636630914704,865.0570328061372,870.7303466796875,22454608,HDFCBANK
2025-04-11,875.540352413462,897.567622795633,875.540352413462,891.3269653320312,32775766,HDFCBANK
2025-04-15,920.0635423129839,925.8848799667485,915.1302257322174,920.0142211914062,49298344,HDFCBANK
2025-04-16,929.33821542373,929.33821542373,917.8435635307726,926.4768676757812,19136820,HDFCBANK
2025-04-17,928.4501692927759,947.048748489299,925.835487448072,940.6354370117188,35703084,HDFCBANK
2025-04-21,949.170085798879,962.3420166432835,942.2634427629204,950.6994018554688,34247298,HDFCBANK
2025-04-22,954.5967457498784,972.1593405008402,954.5967457498784,967.7686767578125,45961750,HDFCBANK
2025-04-23,976.2539669757358,976.2539669757358,947.4433879660209,949.1207275390625,30570642,HDFCBANK
2025-04-24,942.2634238174406,949.1207455952106,939.8460867592294,945.6181030273438,25931754,HDFCBANK
2025-04-25,949.5647662059754,953.6100615716746,933.2848220611925,942.8554077148438,18500878,HDFCBANK
2025-04-28,942.8554253066497,951.982060830828,941.4741328194633,947.29541015625,13920492,HDFCBANK
2025-04-29,946.6047640975014,951.5380804410966,937.4287475214969,941.6714477539062,18918308,HDFCBANK
2025-04-30,943.7434115323153,955.5340495753018,942.4114402150566,949.6633911132812,31936870,HDFCBANK
2025-05-02,952.0314875380283,958.0007887427045,947.1968130496268,948.1341552734375,17840404,HDFCBANK
2025-05-05,956.5700467268101,962.9833580251333,953.2647488384409,955.4847412109375,15068024,HDFCBANK
2025-05-06,952.1300492793257,957.112686715781,949.3180830668039,952.9686889648438,17490156,HDFCBANK
2025-05-07,954.1034146874002,961.355365881208,948.3807795701131,959.8260498046875,21420778,HDFCBANK
2025-05-08,964.364722012384,964.364722012384,946.752746184645,951.3900756835938,34803430,HDFCBANK
2025-05-09,942.3127568324845,946.7034204881495,930.8181657127636,932.248779296875,17188796,HDFCBANK
2025-05-12,946.0127842578852,966.880737676539,943.3981625785179,965.5487060546875,18618972,HDFCBANK
2025-05-13,961.9966686855105,967.7686246091653,947.1967199365026,948.4793701171875,24242102,HDFCBANK
